Gender,Age,Dur,ppv
Male,25,13,10.87745255
Male,25,14,11.5466124
Male,25,15,12.19508196
Male,25,16,12.82339174
Male,25,17,13.43204591
Male,25,18,14.02152351
Male,25,19,14.59227971
Male,25,20,15.14474705
Male,25,21,15.67933671
Male,25,22,16.19643989
Male,25,23,16.69642901
Male,25,24,17.17965903
Male,25,25,17.6464688
Male,25,26,18.09718238
Male,25,27,18.53210182
Male,25,28,18.95152225
Male,25,29,19.35572049
Male,25,30,19.74495539
Male,25,31,20.11946829
Male,25,32,20.47948358
Male,25,33,20.82520933
Male,25,34,21.15683814
Male,25,35,21.47454797
Male,25,36,21.77850331
Male,25,37,22.06885655
Male,25,38,22.34574953
Male,25,39,22.60931536
Male,25,40,22.85968058
Male,25,41,23.09696769
Male,25,42,23.32129793
Male,25,43,23.53279455
Male,25,44,23.73158636
Male,25,45,23.91781171
Male,25,46,24.09162283
Male,25,47,24.25319038
Male,25,48,24.40270837
Male,25,49,24.54039903
Male,25,50,24.66651772
Male,26,1,1
Male,26,2,1.969695922
Male,26,3,2.909994618
Male,26,4,3.821776155
Male,26,5,4.705894593
Male,26,6,5.56317875
Male,26,7,6.394431514
Male,26,8,7.200424444
Male,26,9,7.981893592
Male,26,10,8.739540601
Male,26,11,9.474033843
Male,26,12,10.18600952
Male,26,13,10.87607294
Male,26,14,11.54479972
Male,26,15,12.19273697
Male,26,16,12.82040459
Male,26,17,13.4282966
Male,26,18,14.01688238
Male,26,19,14.58660798
Male,26,20,15.13789743
Male,26,21,15.67115414
Male,26,22,16.18676218
Male,26,23,16.68508759
Male,26,24,17.16647981
Male,26,25,17.63127301
Male,26,26,18.07977869
Male,26,27,18.5123012
Male,26,28,18.92912599
Male,26,29,19.33052001
Male,26,30,19.71673213
Male,26,31,20.08799376
Male,26,32,20.44451948
Male,26,33,20.78650788
Male,26,34,21.11414249
Male,26,35,21.42759294
Male,26,36,21.7270164
Male,26,37,22.0125591
Male,26,38,22.28435833
Male,26,39,22.54254459
Male,26,40,22.7872442
Male,26,41,23.01858219
Male,26,42,23.23668565
Male,26,43,23.44168742
Male,26,44,23.63373017
Male,26,45,23.81297089
Male,26,46,23.97958558
Male,26,47,24.13377429
Male,26,48,24.27576619
Male,26,49,24.40582464
Male,26,50,24.52425198
Male,27,1,1
Male,27,2,1.969684078
Male,27,3,2.909959803
Male,27,4,3.821707927
Male,27,5,4.705783168
Male,27,6,5.563013508
Male,27,7,6.394194615
Male,27,8,7.200085543
Male,27,9,7.981409865
Male,27,10,8.73885684
Male,27,11,9.473082549
Male,27,12,10.18471122
Male,27,13,10.87433646
Male,27,14,11.54252246
Male,27,15,12.1898054
Male,27,16,12.81669472
Male,27,17,13.42367445
Male,27,18,14.01120461
Male,27,19,14.57972247
Male,27,20,15.12964405
Male,27,21,15.66136542
Male,27,22,16.17526405
Male,27,23,16.67170031
Male,27,24,17.15101882
Male,27,25,17.6135408
Male,27,26,18.05958011
Male,27,27,18.48943114
Male,27,28,18.90336917
Male,27,29,19.30165086
Male,27,30,19.68451483
Male,27,31,20.05218237
Male,27,32,20.40485829
Male,27,33,20.74273185
Male,27,34,21.06597798
Male,27,35,21.37475875
Male,27,36,21.66922498
Male,27,37,21.94951824
Male,27,38,22.2157731
Male,27,39,22.46811985
Male,27,40,22.70668741
Male,27,41,22.93160684
Male,27,42,23.14301515
Male,27,43,23.34105945
Male,27,44,23.52590164
Male,27,45,23.69772322
Male,27,46,23.8567305
Male,27,47,24.00315981
Male,27,48,24.13728273
Male,27,49,24.25941105
Male,27,50,24.36990125
Male,28,1,1
Male,28,2,1.969672233
Male,28,3,2.909924987
Male,28,4,3.821639701
Male,28,5,4.705670241
Male,28,6,5.562837154
Male,28,7,6.393923223
Male,28,8,7.199674642
Male,28,9,7.98080222
Male,28,10,8.73798255
Male,28,11,9.471859368
Male,28,12,10.18304486
Male,28,13,10.87212083
Male,28,14,11.53964024
Male,28,15,12.18612844
Male,28,16,12.81208461
Male,28,17,13.41798315
Male,28,18,14.00427498
Male,28,19,14.57138915
Male,28,20,15.1197341
Male,28,21,15.64969912
Male,28,22,16.16165581
Male,28,23,16.6559596
Male,28,24,17.13294173
Male,28,25,17.59292589
Male,28,26,18.03621566
Male,28,27,18.46309492
Male,28,28,18.87382837
Male,28,29,19.26866209
Male,28,30,19.64782429
Male,28,31,20.01152616
Male,28,32,20.3599629
Male,28,33,20.6933149
Male,28,34,21.01174931
Male,28,35,21.31542165
Male,28,36,21.60447791
Male,28,37,21.87905689
Male,28,38,22.13929293
Male,28,39,22.385319
Male,28,40,22.61727025
Male,28,41,22.83528796
Male,28,42,23.03952387
Male,28,43,23.23014491
Male,28,44,23.40733827
Male,28,45,23.57131671
Male,28,46,23.72232394
Male,28,47,23.86064004
Male,28,48,23.98658655
Male,28,49,24.10053107
Male,28,50,24.20289113
Male,29,1,1
Male,29,2,1.969660388
Male,29,3,2.909890172
Male,29,4,3.821569923
Male,29,5,4.705545852
Male,29,6,5.562625225
Male,29,7,6.393577573
Male,29,8,7.199135937
Male,29,9,7.979998072
Male,29,10,8.736827847
Male,29,11,9.470256593
Male,29,12,10.18088432
Male,29,13,10.86928127
Male,29,14,11.53598923
Male,29,15,12.18152301
Male,29,16,12.80637181
Male,29,17,13.41100069
Male,29,18,13.99585209
Male,29,19,14.56134725
Male,29,20,15.10788761
Male,29,21,15.63585642
Male,29,22,16.14562021
Male,29,23,16.63752058
Male,29,24,17.11189134
Male,29,25,17.56904558
Male,29,26,18.00927605
Male,29,27,18.43285573
Male,29,28,18.84003839
Male,29,29,19.23105938
Male,29,30,19.6061365
Male,29,31,19.96547106
Male,29,32,20.30924908
Male,29,33,20.63764293
Male,29,34,20.95081302
Male,29,35,21.2489099
Male,29,36,21.5320767
Male,29,37,21.80045196
Male,29,38,22.05417281
Male,29,39,22.29337864
Male,29,40,22.51821515
Male,29,41,22.72883879
Male,29,42,22.92542176
Male,29,43,23.10815708
Male,29,44,23.27726415
Male,29,45,23.43299433
Male,29,46,23.57563645
Male,29,47,23.7055221
Male,29,48,23.82303039
Male,29,49,23.92859188
Male,29,50,24.02269136
Male,30,1,1
Male,30,2,1.969648544
Male,30,3,2.909853756
Male,30,4,3.821488324
Male,30,5,4.705384771
Male,30,6,5.562336709
Male,30,7,6.393100112
Male,30,8,7.198394567
Male,30,9,7.978904718
Male,30,10,8.735281646
Male,30,11,9.468144137
Male,30,12,10.17808027
Male,30,13,10.8656488
Male,30,14,11.53138062
Male,30,15,12.17578025
Male,30,16,12.79932731
Male,30,17,13.40247807
Male,30,18,13.98566695
Male,30,19,14.54930796
Male,30,20,15.09379634
Male,30,21,15.61951008
Male,30,22,16.12680147
Male,30,23,16.61601478
Male,30,24,17.08747287
Male,30,25,17.54147767
Male,30,26,17.97831069
Male,30,27,18.39823365
Male,30,28,18.80148926
Male,30,29,19.18830214
Male,30,30,19.55887988
Male,30,31,19.91341434
Male,30,32,20.25208327
Male,30,33,20.57505211
Male,30,34,20.88247612
Male,30,35,21.17450289
Male,30,36,21.45127532
Male,30,37,21.71293482
Male,30,38,21.95962514
Male,30,39,22.19149653
Male,30,40,22.40871036
Male,30,41,22.61144419
Male,30,42,22.7998971
Male,30,43,22.97429535
Male,30,44,23.13489816
Male,30,45,23.28200339
Male,30,46,23.41595302
Male,30,47,23.53713802
Male,30,48,23.64600242
Male,30,49,23.74304616
Male,30,50,23.82882641
Male,31,1,1
Male,31,2,1.969635049
Male,31,3,2.909805147
Male,31,4,3.821368882
Male,31,5,4.705144703
Male,31,6,5.561912249
Male,31,7,6.392413631
Male,31,8,7.197354921
Male,31,9,7.977407584
Male,31,10,8.733209772
Male,31,11,9.465367973
Male,31,12,10.17445843
Male,31,13,10.86102865
Male,31,14,11.52559897
Male,31,15,12.16866398
Male,31,16,12.79069427
Male,31,17,13.39213784
Male,31,18,13.97342166
Male,31,19,14.53495334
Male,31,20,15.07712271
Male,31,21,15.60029309
Male,31,22,16.1048195
Male,31,23,16.59103494
Male,31,24,17.05925078
Male,31,25,17.50975733
Male,31,26,17.94282451
Male,31,27,18.35870262
Male,31,28,18.75762332
Male,31,29,19.1398007
Male,31,30,19.50543262
Male,31,31,19.85470241
Male,31,32,20.18778065
Male,31,33,20.50482749
Male,31,34,20.80599514
Male,31,35,21.09143097
Male,31,36,21.36128081
Male,31,37,21.6156929
Male,31,38,21.85482221
Male,31,39,22.07883516
Male,31,40,22.28791487
Male,31,41,22.48226663
Male,31,42,22.66212381
Male,31,43,22.82775373
Male,31,44,22.97946358
Male,31,45,23.11760603
Male,31,46,23.2425843
Male,31,47,23.35485632
Male,31,48,23.45493768
Male,31,49,23.54340298
Male,31,50,23.62088521
Male,32,1,1
Male,32,2,1.96961233
Male,32,3,2.909722464
Male,32,4,3.82117448
Male,32,5,4.704772435
Male,32,6,5.561281679
Male,32,7,6.391430395
Male,32,8,7.195911074
Male,32,9,7.975381855
Male,32,10,8.730468217
Male,32,11,9.461764446
Male,32,12,10.1698352
Male,32,13,10.85521711
Male,32,14,11.51842025
Male,32,15,12.15992996
Male,32,16,12.78020824
Male,32,17,13.37969546
Male,32,18,13.95881199
Male,32,19,14.51795985
Male,32,20,15.05751376
Male,32,21,15.57783985
Male,32,22,16.07928154
Male,32,23,16.56215996
Male,32,24,17.02677451
Male,32,25,17.47340356
Male,32,26,17.90230525
Male,32,27,18.31371849
Male,32,28,18.70786409
Male,32,29,19.08494608
Male,32,30,19.44515355
Male,32,31,19.78866243
Male,32,32,20.11563786
Male,32,33,20.42623683
Male,32,34,20.72061133
Male,32,35,20.99891174
Male,32,36,21.26129097
Male,32,37,21.50790882
Male,32,38,21.73893693
Male,32,39,21.95456414
Male,32,40,22.1550022
Male,32,41,22.34049176
Male,32,42,22.51130852
Male,32,43,22.66776929
Male,32,44,22.81023779
Male,32,45,22.93912986
Male,32,46,23.05491778
Male,32,47,23.15813327
Male,32,48,23.24936894
Male,32,49,23.3292776
Male,33,1,1
Male,33,2,1.969573204
Male,33,3,2.909590145
Male,33,4,3.820880078
Male,33,5,4.704232338
Male,33,6,5.560397932
Male,33,7,6.390091052
Male,33,8,7.193990462
Male,33,9,7.972741246
Male,33,10,8.726956314
Male,33,11,9.457218024
Male,33,12,10.16407981
Male,33,13,10.84806775
Male,33,14,11.50968238
Male,33,15,12.14940021
Male,33,16,12.76767537
Male,33,17,13.36494142
Male,33,18,13.94161299
Male,33,19,14.49807653
Male,33,20,15.03470965
Male,33,21,15.55186653
Male,33,22,16.04987837
Male,33,23,16.52905394
Male,33,24,16.98968036
Male,33,25,17.43202383
Male,33,26,17.85633078
Male,33,27,18.2628289
Male,33,28,18.65172866
Male,33,29,19.02322503
Male,33,30,19.37749949
Male,33,31,19.71472233
Male,33,32,20.03505549
Male,33,33,20.33865568
Male,33,34,20.62567804
Male,33,35,20.89628023
Male,33,36,21.1506271
Male,33,37,21.38889563
Male,33,38,21.6112806
Male,33,39,21.81800039
Male,33,40,22.0093032
Male,33,41,22.18547336
Male,33,42,22.34683762
Male,33,43,22.49377108
Male,33,44,22.62670263
Male,33,45,22.74611934
Male,33,46,22.85256961
Male,33,47,22.94666461
Male,33,48,23.0290776
Male,34,1,1
Male,34,2,1.969516214
Male,34,3,2.909403918
Male,34,4,3.82047722
Male,34,5,4.703510693
Male,34,6,5.559240942
Male,34,7,6.388368034
Male,34,8,7.191557293
Male,34,9,7.969440866
Male,34,10,8.722619386
Male,34,11,9.451663652
Male,34,12,10.15711626
Male,34,13,10.83949344
Male,34,14,11.49928666
Male,34,15,12.13696431
Male,34,16,12.75297355
Male,34,17,13.34774201
Male,34,18,13.92166829
Male,34,19,14.47514184
Male,34,20,15.00852795
Male,34,21,15.52216821
Male,34,22,16.01638111
Male,34,23,16.49146273
Male,34,24,16.94768767
Male,34,25,17.38531006
Male,34,26,17.80456476
Male,34,27,18.20566883
Male,34,28,18.58882337
Male,34,29,18.95421554
Male,34,30,19.30202099
Male,34,31,19.63240672
Male,34,32,19.94553439
Male,34,33,20.24156398
Male,34,34,20.52065812
Male,34,35,20.7829868
Male,34,36,21.02873259
Male,34,37,21.25809637
Male,34,38,21.47130336
Male,34,39,21.66860957
Male,34,40,21.85030824
Male,34,41,22.01673637
Male,34,42,22.16828085
Male,34,43,22.30538401
Male,34,44,22.42854821
Male,34,45,22.53833906
Male,34,46,22.63538691
Male,34,47,22.72038616
Male,35,1,1
Male,35,2,1.969439903
Male,35,3,2.909159414
Male,35,4,3.81995746
Male,35,5,4.702593808
Male,35,6,5.557790534
Male,35,7,6.386233883
Male,35,8,7.188575878
Male,35,9,7.965436037
Male,35,10,8.717403107
Male,35,11,9.445036741
Male,35,12,10.14886941
Male,35,13,10.82940802
Male,35,14,11.4871357
Male,35,15,12.12251366
Male,35,16,12.735983
Male,35,17,13.32795482
Male,35,18,13.89883083
Male,35,19,14.44898781
Male,35,20,14.97877809
Male,35,21,15.48853015
Male,35,22,15.97854942
Male,35,23,16.44911911
Male,35,24,16.90050134
Male,35,25,17.33293835
Male,35,26,17.74665404
Male,35,27,18.14185583
Male,35,28,18.51873675
Male,35,29,18.877478
Male,35,30,19.21825181
Male,35,31,19.54122492
Male,35,32,19.84656235
Male,35,33,20.13443184
Male,35,34,20.40500873
Male,35,35,20.65848132
Male,35,36,20.89505682
Male,35,37,21.11496752
Male,35,38,21.31847748
Male,35,39,21.50588917
Male,35,40,21.67755018
Male,35,41,21.83385956
Male,35,42,21.97527355
Male,35,43,22.10231031
Male,35,44,22.21555324
Male,35,45,22.3156525
Male,35,46,22.40332431
Male,36,1,1
Male,36,2,1.969342718
Male,36,3,2.908852268
Male,36,4,3.819312364
Male,36,5,4.701467848
Male,36,6,5.556026595
Male,36,7,6.383661184
Male,36,8,7.18501066
Male,36,9,7.960682332
Male,36,10,8.711253494
Male,36,11,9.437273401
Male,36,12,10.13926494
Male,36,13,10.81772647
Male,36,14,11.47313375
Male,36,15,12.10594175
Male,36,16,12.71657457
Male,36,17,13.30544657
Male,36,18,13.8729464
Male,36,19,14.4194375
Male,36,20,14.94525871
Male,36,21,15.45072508
Male,36,22,15.93612875
Male,36,23,16.40174011
Male,36,24,16.84780903
Male,36,25,17.27456647
Male,36,26,17.68222638
Male,36,27,18.0709879
Male,36,28,18.44103791
Male,36,29,18.79255408
Male,36,30,19.12570842
Male,36,31,19.44067114
Male,36,32,19.73761527
Male,36,33,20.01672168
Male,36,34,20.27818461
Male,36,35,20.52221779
Male,36,36,20.74906084
Male,36,37,20.95898613
Male,36,38,21.15230568
Male,36,39,21.32937804
Male,36,40,21.49061483
Male,36,41,21.63648668
Male,36,42,21.76752808
Male,36,43,21.88434082
Male,36,44,21.98759555
Male,36,45,22.07803109
Male,37,1,1
Male,37,2,1.969223301
Male,37,3,2.908478406
Male,37,4,3.818533711
Male,37,5,4.700119482
Male,37,6,5.553929566
Male,37,7,6.380623223
Male,37,8,7.180826966
Male,37,9,7.955136349
Male,37,10,8.704117997
Male,37,11,9.428311334
Male,37,12,10.12823048
Male,37,13,10.80436624
Male,37,14,11.45718799
Male,37,15,12.08713322
Male,37,16,12.69462939
Male,37,17,13.28007747
Male,37,18,13.84385238
Male,37,19,14.38630367
Male,37,20,14.90775636
Male,37,21,15.40851183
Male,37,22,15.88884902
Male,37,23,16.34902572
Male,37,24,16.78928016
Male,37,25,17.20983308
Male,37,26,17.61088991
Male,37,27,17.99264344
Male,37,28,18.35527698
Male,37,29,18.69896795
Male,37,30,19.02389195
Male,37,31,19.3302275
Male,37,32,19.61816117
Male,37,33,19.88789336
Male,37,34,20.13964454
Male,37,35,20.37366193
Male,37,36,20.5902265
Male,37,37,20.78966015
Male,37,38,20.97233275
Male,37,39,21.13866896
Male,37,40,21.28915428
Male,37,41,21.42434011
Male,37,42,21.54484727
Male,37,43,21.65136762
Male,37,44,21.74466335
Male,38,1,1
Male,38,2,1.969080194
Male,38,3,2.908033379
Male,38,4,3.817613008
Male,38,5,4.698534962
Male,38,6,5.551479434
Male,38,7,6.377092832
Male,38,8,7.175989622
Male,38,9,7.948754419
Male,38,10,8.695943778
Male,38,11,9.418088147
Male,38,12,10.11569391
Male,38,13,10.78924535
Male,38,14,11.43919384
Male,38,15,12.06598044
Male,38,16,12.67001883
Male,38,17,13.25169583
Male,38,18,13.81137211
Male,38,19,14.349383
Male,38,20,14.86603945
Male,38,21,15.36162927
Male,38,22,15.8364184
Male,38,23,16.29065267
Male,38,24,16.72455983
Male,38,25,17.1383518
Male,38,26,17.53222753
Male,38,27,17.90637613
Male,38,28,18.26098065
Male,38,29,18.59622229
Male,38,30,18.91228521
Male,38,31,19.20936192
Male,38,32,19.48765918
Male,38,33,19.74740446
Male,38,34,19.98885283
Male,38,35,20.2122942
Male,38,36,20.41806065
Male,38,37,20.60653384
Male,38,38,20.77815189
Male,38,39,20.93341572
Male,38,40,21.07289423
Male,38,41,21.19722797
Male,38,42,21.30713077
Male,38,43,21.40338902
Male,39,1,1
Male,39,2,1.968911748
Male,39,3,2.907512737
Male,39,4,3.81654169
Male,39,5,4.696700502
Male,39,6,5.548656205
Male,39,7,6.37304287
Male,39,8,7.170463766
Male,39,9,7.941493206
Male,39,10,8.686678562
Male,39,11,9.406542375
Male,39,12,10.10158437
Male,39,13,10.77227035
Male,39,14,11.41905542
Male,39,15,12.04236646
Male,39,16,12.64260265
Male,39,17,13.22013616
Male,39,18,13.775313
Male,39,19,14.30845408
Male,39,20,14.81985635
Male,39,21,15.30979427
Male,39,22,15.77852149
Male,39,23,16.22627304
Male,39,24,16.65326761
Male,39,25,17.05971047
Male,39,26,17.44579678
Male,39,27,17.81171544
Male,39,28,18.15765341
Male,39,29,18.48380074
Male,39,30,18.79035609
Male,39,31,19.07753279
Male,39,32,19.34556559
Male,39,33,19.5947177
Male,39,34,19.82528826
Male,39,35,20.03761997
Male,39,36,20.23210665
Male,39,37,20.4092004
Male,39,38,20.56941813
Male,39,39,20.7133469
Male,39,40,20.84164767
Male,39,41,20.95505707
Male,39,42,21.05438656
Male,40,1,1
Male,40,2,1.968716699
Male,40,3,2.906912521
Male,40,4,3.815311881
Male,40,5,4.694603215
Male,40,6,5.545440937
Male,40,7,6.368447675
Male,40,8,7.164216166
Male,40,9,7.933311348
Male,40,10,8.676272525
Male,40,11,9.393615464
Male,40,12,10.08582089
Male,40,13,10.75335854
Male,40,14,11.39666898
Male,40,15,12.01616419
Male,40,16,12.61222829
Male,40,17,13.1852184
Male,40,18,13.7354657
Male,40,19,14.26327669
Male,40,20,14.76893464
Male,40,21,15.25270132
Male,40,22,15.71481931
Male,40,23,16.15551431
Male,40,24,16.57499819
Male,40,25,16.97347237
Male,40,26,17.3511318
Male,40,27,17.70816945
Male,40,28,18.04478146
Male,40,29,18.36117286
Male,40,30,18.65756384
Male,40,31,18.93419668
Male,40,32,19.19134302
Male,40,33,19.4293116
Male,40,34,19.64845614
Male,40,35,19.84918306
Male,40,36,20.031959
Male,40,37,20.19731743
Male,40,38,20.34586426
Male,40,39,20.47828166
Male,40,40,20.59532988
Male,40,41,20.69784644
Male,41,1,1
Male,41,2,1.968493495
Male,41,3,2.906228295
Male,41,4,3.813915068
Male,41,5,4.692229361
Male,41,6,5.541813908
Male,41,7,6.363280588
Male,41,8,7.157212583
Male,41,9,7.924166614
Male,41,10,8.664675103
Male,41,11,9.379234304
Male,41,12,10.06832911
Male,41,13,10.73241433
Male,41,14,11.37191524
Male,41,15,11.98722837
Male,41,16,12.57872236
Male,41,17,13.1467391
Male,41,18,13.69159498
Male,41,19,14.21358241
Male,41,20,14.71297164
Male,41,21,15.19001306
Male,41,22,15.64493967
Male,41,23,16.07797017
Male,41,24,16.4893125
Male,41,25,16.87916789
Male,41,26,17.24773555
Male,41,27,17.59521796
Male,41,28,17.92182676
Male,41,29,18.22778926
Male,41,30,18.51335555
Male,41,31,18.77880606
Male,41,32,19.0244595
Male,41,33,19.25068099
Male,41,34,19.45789009
Male,41,35,19.64656851
Male,41,36,19.81726696
Male,41,37,19.97061089
Male,41,38,20.10730452
Male,41,39,20.22813265
Male,41,40,20.33395982
Male,42,1,1
Male,42,2,1.96824068
Male,42,3,2.905455826
Male,42,4,3.812342963
Male,42,5,4.689565733
Male,42,6,5.537755922
Male,42,7,6.357515682
Male,42,8,7.149419845
Male,42,9,7.914018154
Male,42,10,8.651823008
Male,42,11,9.363335075
Male,42,12,10.04902395
Male,42,13,10.70932876
Male,42,14,11.34465892
Male,42,15,11.95539507
Male,42,16,12.54189022
Male,42,17,13.10447106
Male,42,18,13.64343951
Male,42,19,14.15907459
Male,42,20,14.65163486
Male,42,21,15.1213609
Male,42,22,15.56847852
Male,42,23,15.9932024
Male,42,24,16.39574036
Male,42,25,16.77629807
Male,42,26,17.13508459
Male,42,27,17.47231845
Male,42,28,17.78823435
Male,42,29,18.08309053
Male,42,30,18.35717653
Male,42,31,18.61082143
Male,42,32,18.84440224
Male,42,33,19.05835216
Male,42,34,19.25316856
Male,42,35,19.42942008
Male,42,36,19.58775251
Male,42,37,19.72889298
Male,42,38,19.85365182
Male,42,39,19.96292171
Male,43,1,1
Male,43,2,1.967956796
Male,43,3,2.904590792
Male,43,4,3.810587399
Male,43,5,4.686599125
Male,43,6,5.533247874
Male,43,7,6.351127333
Male,43,8,7.140805277
Male,43,9,7.902810912
Male,43,10,8.637661329
Male,43,11,9.345841528
Male,43,12,10.02780503
Male,43,13,10.68397469
Male,43,14,11.31474364
Male,43,15,11.92047645
Male,43,16,12.50151054
Male,43,17,13.05815772
Male,43,18,13.59070619
Male,43,19,14.09942295
Male,43,20,14.5845565
Male,43,21,15.04634005
Male,43,22,15.48499533
Male,43,23,15.90073696
Male,43,24,16.29377737
Male,43,25,16.66433246
Male,43,26,17.01262795
Male,43,27,17.33890623
Male,43,28,17.64343401
Male,43,29,17.92651031
Male,43,30,18.18847504
Male,43,31,18.42971754
Male,43,32,18.65068525
Male,43,33,18.85189183
Male,43,34,19.03392459
Male,43,35,19.19745049
Male,43,36,19.34322052
Male,43,37,19.47207158
Male,43,38,19.58492564
Male,44,1,1
Male,44,2,1.967640291
Male,44,3,2.903628975
Male,44,4,3.808640158
Male,44,5,4.683316334
Male,44,6,5.528270843
Male,44,7,6.344090254
Male,44,8,7.131321294
Male,44,9,7.890498171
Male,44,10,8.622121939
Male,44,11,9.326661137
Male,44,12,10.00455261
Male,44,13,10.65620251
Male,44,14,11.28198748
Male,44,15,11.88225609
Male,44,16,12.4573305
Male,44,17,13.00750843
Male,44,18,13.53306574
Male,44,19,14.03425913
Male,44,20,14.51132954
Male,44,21,14.96450605
Male,44,22,15.39401038
Male,44,23,15.80006197
Male,44,24,16.18288391
Male,44,25,16.54270936
Male,44,26,16.87978874
Male,44,27,17.19439759
Male,44,28,17.48684485
Male,44,29,17.75748164
Male,44,30,18.00671023
Male,44,31,18.23499284
Male,44,32,18.44286016
Male,44,33,18.63091892
Male,44,34,18.79985818
Male,44,35,18.95045377
Male,44,36,19.08357032
Male,44,37,19.20016029
Male,45,1,1
Male,45,2,1.967289903
Male,45,3,2.90256636
Male,45,4,3.80649335
Male,45,5,4.679704725
Male,45,6,5.522806669
Male,45,7,6.336364194
Male,45,8,7.120929371
Male,45,9,7.877020012
Male,45,10,8.605120325
Male,45,11,9.305681763
Male,45,12,9.979124059
Male,45,13,10.62583645
Male,45,14,11.24617918
Male,45,15,11.84048515
Male,45,16,12.40906207
Male,45,17,12.952195
Male,45,18,13.47014923
Male,45,19,13.96317378
Male,45,20,14.43150536
Male,45,21,14.87537312
Male,45,22,15.29500384
Male,45,23,15.69062806
Male,45,24,16.06248675
Male,45,25,16.4108387
Male,45,26,16.73596867
Male,45,27,17.03819591
Male,45,28,17.3178833
Male,45,29,17.57544656
Male,45,30,17.81136337
Male,45,31,18.02618217
Male,45,32,18.22052996
Male,45,33,18.39511887
Male,45,34,18.55075066
Male,45,35,18.68831887
Male,45,36,18.80880783
Male,46,1,1
Male,46,2,1.966903981
Male,46,3,2.901398372
Male,46,4,3.804138463
Male,46,5,4.675750936
Male,46,6,5.516819908
Male,46,7,6.327916122
Male,46,8,7.109574897
Male,46,9,7.862296817
Male,46,10,8.586548601
Male,46,11,9.282764177
Male,46,12,9.951345943
Male,46,13,10.59266632
Male,46,14,11.20706948
Male,46,15,11.79487352
Male,46,16,12.35637316
Male,46,17,12.89184266
Male,46,18,13.40153944
Male,46,19,13.88570822
Male,46,20,14.34458592
Male,46,21,14.77840697
Male,46,22,15.18740971
Male,46,23,15.57184326
Male,46,24,15.93197516
Male,46,25,16.26809979
Male,46,26,16.58054722
Male,46,27,16.86969259
Male,46,28,17.13596566
Male,46,29,17.37986029
Male,46,30,17.60194345
Male,46,31,17.80286335
Male,46,32,17.9833562
Male,46,33,18.14425087
Male,46,34,18.28647112
Male,46,35,18.41103456
Male,47,1,1
Male,47,2,1.966481068
Male,47,3,2.900120922
Male,47,4,3.801567695
Male,47,5,4.671425497
Male,47,6,5.510284608
Male,47,7,6.318698671
Male,47,8,7.097185403
Male,47,9,7.846227499
Male,47,10,8.566273739
Male,47,11,9.257740295
Male,47,12,9.921012336
Male,47,13,10.55644582
Male,47,14,11.16436972
Male,47,15,11.74508885
Male,47,16,12.29888686
Male,47,17,12.82602997
Male,47,18,13.32677131
Male,47,19,13.80135586
Male,47,20,14.25002611
Male,47,21,14.67302855
Male,47,22,15.07062082
Male,47,23,15.44307962
Male,47,24,15.79070941
Male,47,25,16.11385156
Male,47,26,16.41289405
Male,47,27,16.68828134
Male,47,28,16.94052421
Male,47,29,17.17020902
Male,47,30,17.37800618
Male,47,31,17.56467709
Male,47,32,17.731079
Male,47,33,17.87816729
Male,47,34,18.0069944
Male,48,1,1
Male,48,2,1.966019806
Male,48,3,2.898730029
Male,48,4,3.798755733
Male,48,5,4.666707665
Male,48,6,5.503158673
Male,48,7,6.308644427
Male,48,8,7.083664363
Male,48,9,7.828682827
Male,48,10,8.544130422
Male,48,11,9.230405677
Male,48,12,9.887876893
Male,48,13,10.51688446
Male,48,14,11.11774375
Male,48,15,11.69074825
Male,48,16,12.23617344
Male,48,17,12.75428119
Male,48,18,13.24532501
Male,48,19,13.70955578
Male,48,20,14.14722854
Male,48,21,14.55860987
Male,48,22,14.94398607
Male,48,23,15.30367216
Male,48,24,15.63802133
Male,48,25,15.94743504
Male,48,26,16.23237315
Male,48,27,16.49336416
Male,48,28,16.73101476
Male,48,29,16.94601863
Male,48,30,17.13916355
Male,48,31,17.31133652
Male,48,32,17.46352603
Male,48,33,17.59682104
Male,49,1,1
Male,49,2,1.965518738
Male,49,3,2.897203262
Male,49,4,3.795685806
Male,49,5,4.661559365
Male,49,6,5.495378454
Male,49,7,6.297660075
Male,49,8,7.068884908
Male,49,9,7.809498704
Male,49,10,8.519914009
Male,49,11,9.20051208
Male,49,12,9.851645276
Male,49,13,10.47364007
Male,49,14,11.06680028
Male,49,15,11.63141105
Male,49,16,12.16774348
Male,49,17,12.67605999
Male,49,18,13.15662029
Male,49,19,13.60968839
Male,49,20,14.03554026
Male,49,21,14.43447224
Male,49,22,14.80681046
Male,49,23,15.15292052
Male,49,24,15.47321799
Male,49,25,15.76817894
Male,49,26,16.03835042
Male,49,27,16.2843605
Male,49,28,16.50692722
Male,49,29,16.7068661
Male,49,30,16.88509533
Male,49,31,17.04263819
Male,49,32,17.18062191
Male,50,1,1
Male,50,2,1.964957476
Male,50,3,2.89552724
Male,50,4,3.792323465
Male,50,5,4.655920468
Male,50,6,5.486853717
Male,50,7,6.285621056
Male,50,8,7.052684156
Male,50,9,7.788470295
Male,50,10,8.493374347
Male,50,11,9.167761255
Male,50,12,9.811969152
Male,50,13,10.4263127
Male,50,14,11.01108723
Male,50,15,11.56657353
Male,50,16,12.09304338
Male,50,17,12.59076579
